private_id	age	gender	ethnicity	condition	valence	stimulus	valence_self_report	recognize_vid_self_report	recognize_vid_binary	partner_relationship	face_touching	gaze	AU_intensity	AU_activity	AU01	AU02	AU04	AU05	AU06	AU07	AU09	AU10	AU12	AU14	AU15	AU17	AU20	AU23	AU25	AU26	AU45	AU28_c	AU01_c	AU02_c	AU04_c	AU05_c	AU06_c	AU07_c	AU09_c	AU10_c	AU12_c	AU14_c	AU15_c	AU17_c	AU20_c	AU23_c	AU25_c	AU26_c	AU45_c
1741210	20	Female	Mixed/MultipleEthnicGroups	social	amusement	SomethingAboutMary(2)	Neutral	Noneverseenbefore	No	Friend	No	Partner	0.434158303	0.16532124	0.089915646	0.045265306	0.08342585	0.044497959	0.867991837	0.975012245	0.076718367	1.756903401	0.256261224	1.11762449	0.270936054	0.423281633	0.109488435	0.181673469	0.370427211	0.45247619	0.258791837	0.006258503	0.041632653	0.044081633	0.001904762	0.010612245	0.907755102	0.034829932	0.03537415	0.992653061	0.017414966	0.100680272	0.036462585	0.182312925	0.130340136	0.008163265	0.102857143	0.095238095	0.227210884
																																																	
1741210	20	Female	Mixed/MultipleEthnicGroups	social	fear	BlairWitchProject	Unpleasant	Noneverseenbefore	No	Friend	No	Screen	0.512066738	0.174864969	0.117612847	0.099507378	0.039568142	0.05640625	0.43890625	1.293559028	0.053220486	2.021812066	0.252680122	1.338007813	0.402619358	1.005041233	0.098860677	0.313092448	0.368932292	0.565744358	0.239563802	0.024522569	0.212890625	0.181640625	0	0.094835069	0.349609375	0	0	0.88671875	0.023003472	0.232638889	0.218098958	0.374131944	0.078559028	0	0.019097222	0.180772569	0.271050347
																																																	
1741210	20	Female	Mixed/MultipleEthnicGroups	social	fear	CopyCat	Unpleasant	Noneverseenbefore	No	Friend	No	Screen	0.279292641	0.163649321	0.246391921	0.075395742	0.010510371	0.064175764	0.156501092	0.747879367	0.036228166	0.874061135	0.120655022	0.426779476	0.228452511	0.514615175	0.163842795	0.136105349	0.200952511	0.406817686	0.338610808	0.006550218	0.058133188	0.245906114	0.001091703	0.194868996	0.052674672	0	0.003548035	0.973253275	0.020196507	0.297489083	0.051037118	0.308406114	0.126637555	0	0.17849345	0.137554585	0.289847162
																																																	
1741210	20	Female	Mixed/MultipleEthnicGroups	social	fear	Misery	Unpleasant	Noneverseenbefore	No	Friend	Yes	Away	0.358378357	0.237817324	0.242849215	0.091249522	0.283140069	0.092162266	0.328509376	0.556479143	0.045158821	0.638164945	0.338783008	0.674548412	0.289399158	0.820426713	0.170556831	0.2902124	0.358650976	0.39626483	0.475876387	0.001339457	0.119977038	0.173938002	0	0.388442403	0.143321852	0.392652124	0.007462687	0.750478377	0.126674321	0.689628779	0.315729047	0.367585151	0.186758515	0.011481056	0.167240719	0.095292767	0.342709529
																																																	
1741210	20	Female	Mixed/MultipleEthnicGroups	social	fear	TheShining	Unpleasant	Yesrememberitwell	Yes	Friend	No	Screen	0.291893258	0.19938902	0.113886881	0.050235664	0.528103692	0.04987117	0.398499607	1.251935585	0.049978005	0.264582875	0.163332286	0.576498036	0.309275727	0.303236449	0.105401414	0.060070699	0.15175491	0.238717989	0.346804399	0	0.032207384	0.016496465	0.001099764	0.604399057	0.445875884	0.569520817	0.080282797	0.941241163	0	0.434721131	0.03692066	0.079968578	0.015082482	0.000471328	0.052788688	0.00974077	0.268185389
																																																	
1741210	20	Female	Mixed/MultipleEthnicGroups	social	neutral	Blue(1)	Neutral	Noneverseenbefore	No	Friend	No	Screen	0.283989528	0.169928451	0.09782197	0.050965909	0.000170455	0.055984848	0.215511364	0.742064394	0.030549242	0.358465909	0.393125	1.497159091	0.104109848	0.378958333	0.059242424	0.064109848	0.131837121	0.272746212	0.375	0	0	0.001893939	0	0.486742424	0	0.009469697	0	0.977272727	0.09280303	0.979166667	0.020833333	0.244318182	0.005681818	0	0	0.020833333	0.21969697
																																																	
1741210	20	Female	Mixed/MultipleEthnicGroups	social	neutral	Blue(2)	Neutral	Noneverseenbefore	No	Friend	No	Screen	0.200277499	0.106626806	0.096538117	0.039497758	0.027713004	0.048789238	0.051686099	0.638224215	0.028941704	0.496493274	0.071524664	0.306565022	0.090816143	0.376986547	0.195139013	0.12070852	0.184789238	0.199757848	0.430547085	0.003587444	0.06367713	0.106726457	0.000896861	0.295067265	0.042152466	0.026008969	0	0.637668161	0.016143498	0.14529148	0.078923767	0.019730942	0.092376682	0	0.091479821	0.083408072	0.216143498
																																																	
1741210	20	Female	Mixed/MultipleEthnicGroups	social	neutral	Blue(3)	Neutral	Noneverseenbefore	No	Friend	No	Screen	0.206426164	0.184678819	0.082408854	0.040273438	0.010677083	0.040963542	0.126315104	0.78421875	0.034726563	0.184427083	0.043671875	0.661601563	0.201315104	0.343854167	0.11546875	0.110130208	0.239635417	0.205859375	0.283697917	0	0.002604167	0	0	0.1796875	0.029947917	0.421875	0	0.727864583	0.016927083	0.9921875	0.149739583	0.145833333	0.045572917	0.178385417	0.139322917	0.010416667	0.283854167
																																																	
1741210	20	Female	Mixed/MultipleEthnicGroups	social	neutral	TheLover	Neutral	Noneverseenbefore	No	Friend	No	Screen	0.30004784	0.121622868	0.147701245	0.048	0.000174274	0.086672199	0.229319502	1.104713693	0.023004149	1.044912863	0.172	0.973004149	0.122680498	0.291858921	0.150713693	0.084323651	0.150763485	0.150572614	0.32039834	0	0.052282158	0.059751037	0	0.005809129	0.027385892	0	0	1	0.01659751	0.443983402	0.029045643	0.18340249	0.170954357	0	0.001659751	0	0.198340249
																																																	
2040818	18	Female	White	social	amusement	AFishCalledWanda	Neutral	Noneverseenbefore	No	Friend	No	Screen	0.326136845	0.192423151	0.084643372	0.043793228	0.504113833	0.04518732	0.338321326	0.693620317	0.048699568	0.896635447	0.341552594	0.346801153	0.095774496	0.376206772	0.093847262	0.076419308	1.188775216	0.257363112	0.112572046	0	0.034221902	0.156700288	0.07204611	0.888688761	0.235230548	0.154899135	0	0.500360231	0.074207493	0.298631124	0.053674352	0.30295389	0.02629683	0.005043228	0.478386167	0.03962536	0.142651297
																																																	
